,phase_1,phase_2,phase_3,phase_4,active_trials,total_trials,late_stage_ratio,pipeline_density,ticker
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PRTA
207,0.0,0.6931471805599453,0.0,0.0,1.0986122886681096,1.0986122886681096,0.0,1.0,PSNL
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PTCT
209,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,PTGX
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PVLA
211,0.6931471805599453,0.0,1.0986122886681096,0.0,1.3862943611198906,1.3862943611198906,0.792481250360578,1.0,PYXS
212,0.0,0.6931471805599453,1.0986122886681096,0.0,1.3862943611198906,1.3862943611198906,0.792481250360578,1.0,QSI
213,1.3862943611198906,0.6931471805599453,0.0,0.0,1.6094379124341003,1.6094379124341003,0.0,1.0,QTRX
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QURE
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAPP
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAPT
217,0.0,1.0986122886681096,0.0,0.0,1.0986122886681096,1.0986122886681096,0.0,1.0,RARE
218,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,RCKT
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RCUS
220,0.6931471805599453,1.3862943611198906,0.0,0.0,2.0794415416798357,2.0794415416798357,0.0,1.0,REGN
221,1.791759469228055,2.772588722239781,1.9459101490553132,0.0,3.295836866004329,3.295836866004329,0.5904145830538073,1.0,REPL
222,3.2188758248682006,4.382026634673881,3.6635616461296463,2.772588722239781,5.247024072160486,5.247024072160486,1.2266287098849373,1.0,RGEN
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RGNX
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RIGL
225,0.0,1.6094379124341003,1.791759469228055,0.0,2.3978952727983707,2.3978952727983707,0.7472217363092141,1.0,RLAY
226,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,RMD
227,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,1.3862943611198906,0.5,1.0,RNA
228,0.0,0.0,0.0,0.0,2.302585092994046,2.302585092994046,0.0,1.0,ROIV
229,0.0,1.0986122886681096,1.0986122886681096,0.0,1.791759469228055,1.791759469228055,0.6131471927654584,1.0,RVMD
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RXRX
231,1.6094379124341003,1.6094379124341003,1.3862943611198906,0.0,2.4849066497880004,2.4849066497880004,0.5578858913022596,1.0,RYTM
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RZLT
233,0.0,1.3862943611198906,1.3862943611198906,0.0,2.1972245773362196,2.1972245773362196,0.6309297535714574,1.0,SANA
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEPN
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SGMT
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SION
